Project,Era,SampleYear,Site,SampleDate,DiveReplicate,DepthZone,Taxa,Category,BRS_per_cov
VRG 2023,Post-Construction,2023,SCAI - Iron Bound Cove,17-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,SCAI - Iron Bound Cove,17-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,41.94
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Deep Hole West,22-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2023,Post-Construction,2023,Deep Hole East,22-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Leo Carrillo,02-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Leo Carrillo,02-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Leo Carrillo,02-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Leo Carrillo,02-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Nicholas Canyon West,02-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Nicholas Canyon West,02-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Nicholas Canyon West,02-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Nicholas Canyon West,02-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Nicholas Canyon West,27-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Nicholas Canyon West,27-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Nicholas Canyon East,02-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Nicholas Canyon East,02-Nov-2023,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Nicholas Canyon East,02-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Nicholas Canyon East,02-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,El Sol,14-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,El Sol,14-Nov-2023,1,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,El Sol,14-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,El Sol,14-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,El Pescador,14-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,El Pescador,14-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,La Piedra,14-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,La Piedra,14-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,El Matador,14-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,El Matador,14-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,El Matador,27-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,El Matador,27-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Lechuza,14-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Lechuza,14-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Lechuza,27-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Lechuza,27-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Point Dume,15-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,1,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Little Dume West,15-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,61.29
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Little Dume East,27-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Escondido West,20-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Escondido West,20-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Escondido West,20-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Escondido West,20-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Escondido East,20-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Escondido East,20-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Escondido East,20-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Escondido East,20-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Malibu Bluffs,20-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Malibu Bluffs,20-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Malibu Bluffs,20-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Malibu Bluffs,20-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Malibu Bluffs Eelgrass,20-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Malibu Bluffs Eelgrass,20-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Big Rock,20-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Big Rock,20-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Flat Rock North,07-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Flat Rock North,07-Jul-2023,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Flat Rock North,07-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Flat Rock North,07-Jul-2023,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,1,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Flat Rock South,06-Jul-2023,2,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,1,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,1,Deep,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Ridges North,14-Jul-2023,2,Deep,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Ridges South,14-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2023,Post-Construction,2023,Ridges South,21-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Ridges South,21-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,1,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Rocky Point North,29-Jun-2023,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Rocky Point South,13-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Rocky Point South,13-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Rocky Point South,13-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Rocky Point South,13-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,32.26
VRG 2023,Post-Construction,2023,Rocky Point South,15-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Rocky Point South,15-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Rocky Point South,15-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Rocky Point South,15-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Lunada Bay,07-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Resort Point,13-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,61.29
VRG 2023,Post-Construction,2023,Resort Point,13-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2023,Post-Construction,2023,Resort Point,13-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Resort Point,13-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Resort Point,14-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Resort Point,14-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Resort Point,14-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Resort Point,14-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Honeymoon Cove,19-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Honeymoon Cove,19-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,1,Outer,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,1,Deep,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,2,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2023,Post-Construction,2023,Honeymoon Cove,30-Aug-2023,2,Deep,coralline algae - crustose,UPC Species,48.39
VRG 2023,Post-Construction,2023,Segovia,30-Aug-2023,1,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2023,Post-Construction,2023,Segovia,30-Aug-2023,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Segovia,30-Aug-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Segovia,30-Aug-2023,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Segovia,31-Aug-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Segovia,31-Aug-2023,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,1,Outer,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Christmas Tree Cove,19-Jul-2023,2,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Marguerite West,13-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Marguerite West,13-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Marguerite West,21-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Marguerite West,21-Jun-2023,1,Outer,coralline algae - crustose,UPC Species,61.29
VRG 2023,Post-Construction,2023,Marguerite West,21-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Marguerite West,21-Jun-2023,2,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2023,Post-Construction,2023,Marguerite Central,13-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Marguerite Central,13-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Marguerite Central,21-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2023,Post-Construction,2023,Marguerite Central,21-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Marguerite East,13-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Marguerite East,13-Jul-2023,1,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2023,Post-Construction,2023,Marguerite East,13-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Marguerite East,13-Jul-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Golden Cove,12-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Golden Cove,12-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Underwater Arch,13-Jul-2023,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Underwater Arch,13-Jul-2023,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Underwater Arch,21-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2023,Post-Construction,2023,Underwater Arch,21-Jun-2023,1,Outer,coralline algae - crustose,UPC Species,64.52
VRG 2023,Post-Construction,2023,Underwater Arch,21-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2023,Post-Construction,2023,Underwater Arch,21-Jun-2023,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,1,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Albondigas,12-Jun-2023,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,38.71
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,1,Outer,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,1,Deep,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,2,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Hawthorne Reef,10-Nov-2023,2,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,1,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,1,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,1,Deep,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,2,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Point Vicente West,18-Aug-2023,2,Deep,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Long Point West,09-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Long Point West,09-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Long Point West,28-Nov-2023,1,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Long Point West,28-Nov-2023,2,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2023,Post-Construction,2023,Long Point East,03-Nov-2023,1,Inner,coralline algae - crustose,UPC Species,41.94
VRG 2023,Post-Construction,2023,Long Point East,03-Nov-2023,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Long Point East,03-Oct-2023,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Long Point East,03-Oct-2023,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,Long Point East,29-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,64.52
VRG 2023,Post-Construction,2023,Long Point East,29-Sep-2023,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2023,Post-Construction,2023,Long Point East,29-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Long Point East,29-Sep-2023,2,Deep,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Old Marineland,27-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,Old Marineland,27-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,120 Reef,23-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2023,Post-Construction,2023,120 Reef,23-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2023,Post-Construction,2023,120 Reef,23-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2023,Post-Construction,2023,120 Reef,23-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,1,Inner,coralline algae - crustose,UPC Species,64.52
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,2,Inner,coralline algae - crustose,UPC Species,58.06
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,2,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2023,Post-Construction,2023,Abalone Cove Kelp West,23-Jun-2023,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,1,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,1,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,2,Middle,coralline algae - crustose,UPC Species,61.29
VRG 2023,Post-Construction,2023,Portuguese Point,15-Sep-2023,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2023,Post-Construction,2023,Portuguese Bend,19-Sep-2023,1,Inner,coralline algae - crustose,UPC Species,3.23
